EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV115356,PET66680,2023-03-30 01:29:56,Liệt chi sau - không đứng được,Suy thận cấp - cần xét nghiệm ngay,2023-04-08
SRV168854,PET66183,2022-11-11 10:44:42,Mắt đỏ - phù nề - khó mở mắt,Chấn thương cột sống lưng thắt lưng,2022-11-19
SRV132974,PET47486,2021-02-10 04:17:06,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2021-02-14
SRV164337,PET45239,2022-01-01 21:54:17,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2022-01-24
SRV163175,PET90245,2023-12-21 06:37:00,Chảy máu cam liên tục - nước tiểu đỏ,Suy thận cấp - cần xét nghiệm ngay,2023-12-25
SRV74670,PET79632,2024-09-18 01:01:06,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2024-09-29
SRV189665,PET37655,2024-06-10 06:19:25,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tụy cấp (Pancreatitis),2024-06-29
SRV61381,PET114088,2021-05-11 02:21:05,Mắt đỏ - phù nề - khó mở mắt,Nhiễm trùng vết mổ sau phẫu thuật,2021-06-06
SRV134984,PET62832,2022-12-14 04:59:03,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2022-12-15
SRV166939,PET31177,2024-02-18 22:59:09,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2024-03-11
SRV3903,PET39504,2023-05-25 21:34:12,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2023-06-10
SRV148047,PET95360,2021-08-18 16:12:10,Chảy máu cam liên tục - nước tiểu đỏ,Nhiễm trùng vết mổ sau phẫu thuật,2021-09-13
SRV0701,PET119702,2023-10-02 16:39:21,Ngứa dữ dội - chảy máu tai từ gãi,Suy thận cấp - cần xét nghiệm ngay,2023-10-04
SRV102225,PET39309,2024-09-26 05:44:48,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2024-09-29
SRV45899,PET20453,2022-05-04 14:36:50,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2022-05-29
SRV118172,PET46360,2022-06-24 04:42:09,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Xuất huyết nội bộ - cấp cứu,2022-06-29
SRV121986,PET47541,2024-02-17 23:50:59,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-02-24
SRV132363,PET86242,2022-05-24 13:13:04,Ho kéo dài - khó thở - chảy nước mũi,Virus Parvovirus (parvo) - nguy hiểm,2022-06-19
SRV179504,PET102954,2023-12-06 02:35:32,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2024-01-03
SRV137537,PET79598,2024-01-17 20:24:57,Bụng căng như quả bóng - đau nhiều,Xuất huyết nội bộ - cấp cứu,2024-02-11
SRV128766,PET102785,2023-05-28 01:59:23,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2023-06-04
SRV129742,PET40459,2024-01-14 06:08:57,Liệt chi sau - không đứng được,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-02-02
SRV155625,PET01822,2024-05-03 13:14:07,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Virus Parvovirus (parvo) - nguy hiểm,2024-05-22
SRV119781,PET81195,2022-08-17 11:31:22,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-08-31
SRV158879,PET42205,2022-01-02 01:44:38,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-01-14
SRV88507,PET76165,2024-06-19 22:55:36,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tụy cấp (Pancreatitis),2024-07-16
SRV38959,PET36868,2023-01-10 10:04:07,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2023-01-14
SRV161135,PET81386,2023-06-26 06:20:58,Liệt chi sau - không đứng được,Thiếu máu do sốc mất máu hoặc ký sinh,2023-07-16
SRV171348,PET14389,2024-07-23 04:22:10,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2024-08-17
SRV58419,PET11861,2024-01-13 12:30:01,Lờ đờ - mất sinh lực,Viêm tụy cấp (Pancreatitis),2024-02-06
SRV62563,PET98933,2023-03-26 13:56:39,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-03-28
SRV119821,PET87179,2021-10-02 16:12:24,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2021-10-16
SRV157939,PET82734,2022-09-28 16:48:26,Hôi miệng kinh khủng - nướu sưng tấy,Chấn thương cột sống lưng thắt lưng,2022-10-23
SRV94180,PET63287,2021-03-18 02:10:06,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2021-04-10
SRV53376,PET32862,2023-04-29 00:00:01,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2023-05-16
SRV22017,PET23817,2022-05-16 22:36:38,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-06-03
SRV70370,PET108149,2024-04-02 15:47:33,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2024-04-04
SRV34270,PET60818,2024-08-01 05:49:00,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2024-08-15
SRV20578,PET55882,2024-11-04 06:22:56,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh đĩa đệm (bệnh IVDD),2024-11-09
SRV133352,PET60265,2024-06-02 07:02:38,Liệt chi sau - không đứng được,Viêm tụy cấp (Pancreatitis),2024-06-22
SRV28904,PET72515,2021-12-07 18:03:44,Bụng căng như quả bóng - đau nhiều,Viêm tụy cấp (Pancreatitis),2021-12-21
SRV155078,PET64965,2021-09-25 02:08:51,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-10-21
SRV39822,PET100571,2024-06-28 23:42:08,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2024-07-06
SRV100306,PET89907,2023-08-02 12:04:02,Ho kéo dài - khó thở - chảy nước mũi,Xuất huyết nội bộ - cấp cứu,2023-08-20
SRV61287,PET74699,2024-05-08 23:38:05,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-05-11
SRV14091,PET69134,2023-12-31 15:58:51,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Chấn thương cột sống lưng thắt lưng,2024-01-20
SRV76116,PET38176,2022-09-22 23:36:56,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2022-10-15
SRV54265,PET75726,2022-10-22 06:15:25,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2022-10-23
SRV66502,PET08696,2023-09-29 05:48:29,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2023-10-17
SRV30529,PET09304,2022-10-20 23:23:24,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2022-10-30
SRV27680,PET00940,2023-07-20 08:18:43,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2023-07-22
SRV8585,PET44216,2023-10-02 14:51:06,Hôi miệng kinh khủng - nướu sưng tấy,Viêm dạ dày ruột cấp do vi khuẩn,2023-10-11
SRV168577,PET110954,2022-06-06 21:58:53,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2022-07-04
SRV151548,PET25566,2021-10-08 13:33:18,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2021-10-09
SRV58625,PET18519,2024-04-01 16:08:10,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-04-07
SRV152785,PET29624,2023-04-06 08:56:02,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2023-05-06
SRV78785,PET101926,2024-10-10 20:01:39,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2024-11-07
SRV153373,PET85011,2021-09-10 15:30:35,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2021-09-22
SRV151953,PET82741,2023-10-30 22:44:38,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-11-18
SRV112158,PET46859,2021-10-28 00:43:47,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm mống mắt - cần chỉ định nhanh,2021-11-09
SRV192571,PET24163,2023-03-31 11:20:16,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2023-04-03
SRV120820,PET98297,2023-03-11 16:39:10,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh đĩa đệm (bệnh IVDD),2023-04-08
SRV28624,PET56141,2023-09-13 22:06:20,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2023-10-06
SRV33090,PET48145,2021-02-03 08:54:59,Mắt đỏ - phù nề - khó mở mắt,Viêm tụy cấp (Pancreatitis),2021-02-08
SRV37033,PET44300,2024-12-26 09:16:01,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2025-01-09
SRV6263,PET117917,2022-03-11 14:58:59,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2022-03-20
SRV155731,PET56733,2023-06-24 02:18:32,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh đĩa đệm (bệnh IVDD),2023-07-20
SRV47853,PET01620,2024-06-01 08:33:12,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2024-06-07
SRV147246,PET48114,2023-11-07 07:50:29,Ngứa dữ dội - chảy máu tai từ gãi,Xuất huyết nội bộ - cấp cứu,2023-11-10
SRV66588,PET101010,2022-06-30 22:30:29,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2022-07-24
SRV177919,PET51126,2022-11-20 04:10:06,Hôi miệng kinh khủng - nướu sưng tấy,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-14
SRV133794,PET15520,2022-05-18 19:35:44,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm đường hô hấp cấp tính,2022-05-31
SRV155565,PET68185,2022-06-09 15:44:18,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-06-27
SRV82415,PET08739,2021-06-06 15:03:38,Lờ đờ - mất sinh lực,Nhiễm trùng vết mổ sau phẫu thuật,2021-07-01
SRV133369,PET89034,2024-08-05 12:28:37,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2024-08-18
SRV18068,PET94610,2022-06-23 20:55:32,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2022-07-22
SRV179510,PET16756,2023-06-03 21:06:24,Chảy máu cam liên tục - nước tiểu đỏ,Viêm đường hô hấp cấp tính,2023-06-08
SRV124112,PET90137,2024-05-20 08:46:20,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2024-06-19
SRV132189,PET27279,2022-10-04 14:06:51,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2022-10-18
SRV48999,PET104537,2021-08-17 05:29:31,Hôi miệng kinh khủng - nướu sưng tấy,Tổn thương thần kinh ngoại biên,2021-08-18
SRV117693,PET73126,2024-11-07 09:31:46,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2024-11-20
SRV112238,PET30822,2022-08-08 15:29:43,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tụy cấp (Pancreatitis),2022-08-19
SRV77888,PET39807,2024-09-19 18:46:25,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh nha chu giai đoạn cuối,2024-09-20
SRV166482,PET37672,2022-08-17 14:51:07,Mắt đỏ - phù nề - khó mở mắt,Suy thận cấp - cần xét nghiệm ngay,2022-08-30
SRV69629,PET25164,2023-10-26 02:51:24,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2023-11-13
SRV181052,PET91566,2024-09-06 04:58:07,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2024-09-12
SRV35126,PET93702,2024-01-29 10:02:57,Lờ đờ - mất sinh lực,Tổn thương thần kinh ngoại biên,2024-02-23
SRV38776,PET04210,2021-03-02 03:23:33,Ngứa dữ dội - chảy máu tai từ gãi,Nhiễm trùng vết mổ sau phẫu thuật,2021-03-14
SRV63109,PET30989,2021-08-12 12:09:40,Lờ đờ - mất sinh lực,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-08-21
SRV169071,PET56569,2022-10-11 06:42:03,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2022-10-24
SRV109005,PET01681,2024-09-06 21:08:13,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2024-09-18
SRV115202,PET16946,2021-11-30 01:16:37,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2021-12-02
SRV124695,PET27482,2021-08-19 08:44:13,Mắt đỏ - phù nề - khó mở mắt,Xuất huyết nội bộ - cấp cứu,2021-08-28
SRV14461,PET12590,2024-08-23 00:29:54,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh đĩa đệm (bệnh IVDD),2024-09-16
SRV146391,PET73307,2022-02-25 09:13:34,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2022-02-28
SRV189106,PET00771,2023-08-21 13:54:16,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Suy thận cấp - cần xét nghiệm ngay,2023-08-27
SRV87387,PET119308,2024-07-28 16:20:33,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2024-08-20
SRV126073,PET19548,2023-09-30 23:15:47,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2023-10-15
SRV18649,PET33756,2023-09-10 00:54:46,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh đĩa đệm (bệnh IVDD),2023-09-22
SRV121217,PET42029,2024-12-27 16:41:29,Chảy máu cam liên tục - nước tiểu đỏ,Suy thận cấp - cần xét nghiệm ngay,2025-01-24
SRV188387,PET09542,2023-08-01 00:38:14,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2023-08-08
SRV153909,PET53468,2022-04-03 19:01:12,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-04-15
SRV110511,PET58774,2022-09-16 03:56:14,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2022-09-29
SRV88797,PET35396,2021-01-28 02:38:46,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-02-26
SRV57151,PET64351,2023-11-22 12:28:10,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh đĩa đệm (bệnh IVDD),2023-12-07
SRV80877,PET83408,2023-06-03 14:49:01,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2023-06-06
SRV20502,PET34720,2021-01-10 12:37:10,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2021-01-27
SRV127345,PET52503,2024-02-03 15:36:01,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm đường hô hấp cấp tính,2024-02-20
SRV153560,PET17319,2023-04-07 05:43:57,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2023-04-16
SRV45983,PET41025,2024-09-15 08:17:09,Bụng căng như quả bóng - đau nhiều,Chấn thương cột sống lưng thắt lưng,2024-09-30
SRV188862,PET11835,2024-01-09 02:29:39,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2024-01-13
SRV169412,PET72982,2021-04-11 09:19:11,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2021-04-21
SRV144759,PET41764,2023-09-23 12:37:51,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2023-10-09
SRV195056,PET49381,2022-03-20 01:55:02,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2022-04-07
SRV130534,PET65573,2023-11-06 11:14:59,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2023-11-08
SRV106776,PET50228,2023-06-01 07:21:53,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2023-06-20
SRV86699,PET82326,2021-10-23 01:11:33,Liệt chi sau - không đứng được,Viêm dạ dày ruột cấp do vi khuẩn,2021-10-31
SRV9356,PET81808,2024-05-23 07:09:32,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2024-05-26
SRV83857,PET112139,2022-10-31 12:45:58,Mắt đỏ - phù nề - khó mở mắt,Nhiễm trùng vết mổ sau phẫu thuật,2022-11-18
SRV192972,PET117627,2021-01-02 01:30:13,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2021-01-17
SRV26926,PET16485,2021-06-18 08:26:46,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2021-06-21
SRV113261,PET01117,2021-07-19 16:47:54,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2021-08-01
SRV35482,PET108816,2023-02-07 10:54:35,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2023-02-27
SRV133110,PET35760,2022-10-05 20:07:01,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2022-11-03
SRV155684,PET78967,2021-03-19 05:32:51,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2021-04-01
SRV87138,PET108956,2024-06-11 13:48:34,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2024-06-27
SRV56941,PET91223,2022-08-23 00:24:52,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2022-09-02
SRV119319,PET79556,2022-09-22 04:55:52,Bụng căng như quả bóng - đau nhiều,Suy thận cấp - cần xét nghiệm ngay,2022-10-19
SRV130324,PET62717,2022-01-05 17:48:42,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2022-01-23
SRV107476,PET73092,2023-02-25 01:08:28,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2023-03-02
SRV148011,PET19137,2021-04-19 14:55:17,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2021-04-30
SRV87202,PET77531,2024-12-05 01:25:28,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2024-12-30
SRV58807,PET79377,2023-01-31 19:54:45,Liệt chi sau - không đứng được,Bệnh đĩa đệm (bệnh IVDD),2023-02-22
SRV81131,PET56289,2022-02-14 06:01:07,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm đường hô hấp cấp tính,2022-03-15
SRV193832,PET71089,2022-04-21 00:11:17,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2022-04-23
SRV109055,PET98015,2023-10-06 20:01:34,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2023-11-05
SRV197869,PET91715,2022-02-25 06:02:49,Liệt chi sau - không đứng được,Viêm mống mắt - cần chỉ định nhanh,2022-03-11
SRV74058,PET11901,2023-12-05 15:12:38,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2023-12-14
SRV56260,PET33408,2021-08-06 17:01:51,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2021-08-24
SRV15837,PET27478,2023-11-23 06:43:26,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2023-12-13
SRV103506,PET36897,2021-12-25 11:24:33,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2021-12-26
SRV30239,PET23805,2024-02-07 13:35:59,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2024-02-08
SRV81564,PET27867,2021-11-15 00:06:38,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2021-11-18
SRV117876,PET25783,2024-09-25 16:35:12,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2024-10-08
SRV103197,PET13564,2021-11-17 07:09:46,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2021-11-24
SRV140666,PET106656,2023-11-28 23:08:43,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2023-12-22
SRV4726,PET69740,2024-01-30 11:13:11,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tai ngoài do nấm Malassezia,2024-02-24
